apartment_id,region,quality_class,area_m2,rooms,work_category,work_name,unit,quantity,unit_price,line_cost
242,Город-миллионник,Стандарт,78.9,3,Сантехника,Установка унитаза,шт,1.0,2493.98,2493.98
242,Город-миллионник,Стандарт,78.9,3,Сантехника,Установка ванны,шт,2.0,3160.18,6320.36
242,Город-миллионник,Стандарт,78.9,3,Сантехника,Установка раковины,шт,2.0,2087.04,4174.08
242,Город-миллионник,Стандарт,78.9,3,Двери,Монтаж откосов,мп,3.3,630.87,2081.87
243,Город-миллионник,Эконом,41.4,1,Демонтаж,Демонтаж плитки,м2,24.4,189.96,4635.02
243,Город-миллионник,Эконом,41.4,1,Стены,Штукатурка стен по маякам,м2,60.3,385.27,23231.78
243,Город-миллионник,Эконом,41.4,1,Стены,Шпаклёвка стен,м2,76.6,268.31,20552.55
243,Город-миллионник,Эконом,41.4,1,Стены,Грунтовка стен,м2,81.9,50.01,4095.82
243,Город-миллионник,Эконом,41.4,1,Стены,Поклейка обоев,м2,83.3,288.06,23995.4
243,Город-миллионник,Эконом,41.4,1,Стены,Укладка плитки на стену,м2,64.5,1155.86,74552.97
243,Город-миллионник,Эконом,41.4,1,Пол,Стяжка пола,м2,33.7,685.81,23111.8
243,Город-миллионник,Эконом,41.4,1,Пол,Наливной пол,м2,34.3,404.41,13871.26
243,Город-миллионник,Эконом,41.4,1,Пол,Укладка ламината,м2,37.4,345.43,12919.08
243,Город-миллионник,Эконом,41.4,1,Пол,Установка плинтуса,мп,38.8,219.9,8532.12
243,Город-миллионник,Эконом,41.4,1,Потолок,Штукатурка потолка,м2,31.7,514.11,16297.29
243,Город-миллионник,Эконом,41.4,1,Потолок,Натяжной потолок,м2,28.8,394.54,11362.75
243,Город-миллионник,Эконом,41.4,1,Электрика,Монтаж розеток/выключателей,шт,14.0,272.5,3815.0
243,Город-миллионник,Эконом,41.4,1,Сантехника,Разводка труб (точка),точка,14.0,1726.83,24175.62
243,Город-миллионник,Эконом,41.4,1,Сантехника,Установка смесителя,шт,2.0,1271.88,2543.76
243,Город-миллионник,Эконом,41.4,1,Сантехника,Установка раковины,шт,2.0,1789.0,3578.0
244,Город-миллионник,Комфорт,36.3,1,Демонтаж,Демонтаж перегородки,м2,1.4,660.9,925.26
244,Город-миллионник,Комфорт,36.3,1,Стены,Штукатурка стен по маякам,м2,82.6,739.68,61097.57
244,Город-миллионник,Комфорт,36.3,1,Стены,Шпаклёвка стен,м2,97.9,412.44,40377.88
244,Город-миллионник,Комфорт,36.3,1,Стены,Возведение перегородки ГКЛ,м2,1.1,1003.2,1103.52
244,Город-миллионник,Комфорт,36.3,1,Стены,Покраска стен,м2,74.3,403.04,29945.87
244,Город-миллионник,Комфорт,36.3,1,Пол,Наливной пол,м2,21.1,648.18,13676.6
244,Город-миллионник,Комфорт,36.3,1,Пол,Укладка плитки на пол,м2,18.7,1734.58,32436.65
244,Город-миллионник,Комфорт,36.3,1,Пол,Установка плинтуса,мп,29.8,334.98,9982.4
244,Город-миллионник,Комфорт,36.3,1,Потолок,Штукатурка потолка,м2,28.9,750.02,21675.58
244,Город-миллионник,Комфорт,36.3,1,Потолок,Покраска потолка,м2,26.0,421.48,10958.48
244,Город-миллионник,Комфорт,36.3,1,Электрика,Штробление под проводку,мп,14.0,406.39,5689.46
244,Город-миллионник,Комфорт,36.3,1,Электрика,Прокладка кабеля,мп,14.0,137.51,1925.14
244,Город-миллионник,Комфорт,36.3,1,Электрика,Монтаж розеток/выключателей,шт,14.0,467.5,6545.0
244,Город-миллионник,Комфорт,36.3,1,Электрика,Монтаж светильников,шт,1.0,732.21,732.21
244,Город-миллионник,Комфорт,36.3,1,Электрика,Сборка электрощита,шт,2.0,6842.74,13685.48
244,Город-миллионник,Комфорт,36.3,1,Двери,Установка входной двери,шт,2.0,6070.56,12141.12
244,Город-миллионник,Комфорт,36.3,1,Двери,Монтаж откосов,мп,1.4,805.98,1128.37
245,Город-миллионник,Комфорт,75.4,3,Демонтаж,Демонтаж обоев,м2,179.4,103.57,18580.46
245,Город-миллионник,Комфорт,75.4,3,Демонтаж,Демонтаж плитки,м2,63.7,326.52,20799.32
245,Город-миллионник,Комфорт,75.4,3,Стены,Штукатурка стен по маякам,м2,153.4,729.43,111894.56
245,Город-миллионник,Комфорт,75.4,3,Стены,Шпаклёвка стен,м2,190.6,432.04,82346.82
245,Город-миллионник,Комфорт,75.4,3,Стены,Грунтовка стен,м2,132.3,73.01,9659.22
245,Город-миллионник,Комфорт,75.4,3,Стены,Поклейка обоев,м2,127.7,465.66,59464.78
245,Город-миллионник,Комфорт,75.4,3,Стены,Покраска стен,м2,143.2,458.11,65601.35
245,Город-миллионник,Комфорт,75.4,3,Пол,Стяжка пола,м2,61.3,909.21,55734.57
245,Город-миллионник,Комфорт,75.4,3,Пол,Наливной пол,м2,46.9,611.65,28686.38
245,Город-миллионник,Комфорт,75.4,3,Пол,Укладка ламината,м2,68.4,531.47,36352.55
245,Город-миллионник,Комфорт,75.4,3,Пол,Установка плинтуса,мп,41.8,364.82,15249.48
245,Город-миллионник,Комфорт,75.4,3,Потолок,Штукатурка потолка,м2,52.5,689.68,36208.2
245,Город-миллионник,Комфорт,75.4,3,Потолок,Натяжной потолок,м2,62.0,622.85,38616.7
245,Город-миллионник,Комфорт,75.4,3,Потолок,Покраска потолка,м2,73.9,415.46,30702.49
245,Город-миллионник,Комфорт,75.4,3,Электрика,Штробление под проводку,мп,26.0,365.99,9515.74
245,Город-миллионник,Комфорт,75.4,3,Электрика,Прокладка кабеля,мп,26.0,163.65,4254.9
245,Город-миллионник,Комфорт,75.4,3,Электрика,Монтаж розеток/выключателей,шт,26.0,486.86,12658.36
245,Город-миллионник,Комфорт,75.4,3,Электрика,Монтаж светильников,шт,4.0,757.26,3029.04
245,Город-миллионник,Комфорт,75.4,3,Электрика,Сборка электрощита,шт,2.0,7634.21,15268.42
245,Город-миллионник,Комфорт,75.4,3,Сантехника,Установка унитаза,шт,1.0,3089.17,3089.17
245,Город-миллионник,Комфорт,75.4,3,Сантехника,Установка ванны,шт,2.0,4889.14,9778.28
245,Город-миллионник,Комфорт,75.4,3,Сантехника,Установка раковины,шт,2.0,2537.37,5074.74
246,Москва,Стандарт,56.1,2,Демонтаж,Демонтаж плитки,м2,33.6,391.29,13147.34
246,Москва,Стандарт,56.1,2,Стены,Штукатурка стен по маякам,м2,110.8,910.87,100924.4
246,Москва,Стандарт,56.1,2,Стены,Шпаклёвка стен,м2,133.9,469.89,62918.27
246,Москва,Стандарт,56.1,2,Стены,Грунтовка стен,м2,96.0,82.61,7930.56
246,Москва,Стандарт,56.1,2,Стены,Возведение перегородки ГКЛ,м2,1.7,1136.7,1932.39
246,Москва,Стандарт,56.1,2,Пол,Укладка плитки на пол,м2,32.1,1827.65,58667.56
246,Москва,Стандарт,56.1,2,Потолок,Штукатурка потолка,м2,37.6,812.61,30554.14
246,Москва,Стандарт,56.1,2,Электрика,Штробление под проводку,мп,20.0,471.4,9428.0
246,Москва,Стандарт,56.1,2,Электрика,Прокладка кабеля,мп,20.0,141.29,2825.8
246,Москва,Стандарт,56.1,2,Электрика,Монтаж розеток/выключателей,шт,20.0,405.16,8103.2
246,Москва,Стандарт,56.1,2,Сантехника,Установка унитаза,шт,1.0,3067.46,3067.46
246,Москва,Стандарт,56.1,2,Сантехника,Установка ванны,шт,1.0,4323.67,4323.67
246,Москва,Стандарт,56.1,2,Двери,Монтаж откосов,мп,1.8,1137.85,2048.13
247,Регион,Стандарт,79.9,3,Демонтаж,Демонтаж обоев,м2,203.4,93.66,19050.44
247,Регион,Стандарт,79.9,3,Стены,Штукатурка стен по маякам,м2,165.9,440.81,73130.38
247,Регион,Стандарт,79.9,3,Стены,Возведение перегородки ГКЛ,м2,4.2,623.68,2619.46
247,Регион,Стандарт,79.9,3,Стены,Поклейка обоев,м2,188.6,300.94,56757.28
247,Регион,Стандарт,79.9,3,Пол,Стяжка пола,м2,46.1,492.69,22713.01
247,Регион,Стандарт,79.9,3,Пол,Укладка ламината,м2,44.3,374.23,16578.39
247,Регион,Стандарт,79.9,3,Потолок,Штукатурка потолка,м2,52.7,450.35,23733.45
247,Регион,Стандарт,79.9,3,Потолок,Потолок из ГКЛ,м2,40.7,699.09,28452.96
247,Регион,Стандарт,79.9,3,Электрика,Штробление под проводку,мп,26.0,249.55,6488.3
247,Регион,Стандарт,79.9,3,Электрика,Прокладка кабеля,мп,26.0,93.38,2427.88
247,Регион,Стандарт,79.9,3,Электрика,Монтаж розеток/выключателей,шт,26.0,325.28,8457.28
247,Регион,Стандарт,79.9,3,Электрика,Монтаж светильников,шт,3.0,495.91,1487.73
247,Регион,Стандарт,79.9,3,Электрика,Сборка электрощита,шт,2.0,4582.48,9164.96
247,Регион,Стандарт,79.9,3,Сантехника,Разводка труб (точка),точка,26.0,1817.84,47263.84
247,Регион,Стандарт,79.9,3,Сантехника,Установка смесителя,шт,2.0,1306.79,2613.58
247,Регион,Стандарт,79.9,3,Сантехника,Установка ванны,шт,2.0,2660.54,5321.08
247,Регион,Стандарт,79.9,3,Сантехника,Установка раковины,шт,2.0,1242.04,2484.08
247,Регион,Стандарт,79.9,3,Двери,Установка входной двери,шт,2.0,4004.56,8009.12
248,Регион,Эконом,37.4,1,Демонтаж,Демонтаж перегородки,м2,1.1,248.05,272.86
248,Регион,Эконом,37.4,1,Стены,Штукатурка стен по маякам,м2,88.5,314.61,27842.98
248,Регион,Эконом,37.4,1,Стены,Шпаклёвка стен,м2,57.8,179.1,10351.98
248,Регион,Эконом,37.4,1,Стены,Грунтовка стен,м2,90.6,37.24,3373.94
248,Регион,Эконом,37.4,1,Стены,Возведение перегородки ГКЛ,м2,1.2,476.79,572.15
248,Регион,Эконом,37.4,1,Стены,Поклейка обоев,м2,94.1,244.34,22992.39
248,Регион,Эконом,37.4,1,Стены,Покраска стен,м2,76.2,227.74,17353.79
248,Регион,Эконом,37.4,1,Пол,Стяжка пола,м2,27.7,496.03,13740.03
248,Регион,Эконом,37.4,1,Пол,Укладка плитки на пол,м2,27.1,964.33,26133.34
248,Регион,Эконом,37.4,1,Пол,Установка плинтуса,мп,33.8,138.23,4672.17
248,Регион,Эконом,37.4,1,Потолок,Натяжной потолок,м2,24.2,403.2,9757.44
248,Регион,Эконом,37.4,1,Потолок,Потолок из ГКЛ,м2,21.9,549.94,12043.69
248,Регион,Эконом,37.4,1,Потолок,Покраска потолка,м2,19.1,195.78,3739.4
248,Регион,Эконом,37.4,1,Электрика,Штробление под проводку,мп,14.0,192.28,2691.92
248,Регион,Эконом,37.4,1,Электрика,Прокладка кабеля,мп,14.0,77.84,1089.76
248,Регион,Эконом,37.4,1,Электрика,Монтаж светильников,шт,1.0,270.32,270.32
248,Регион,Эконом,37.4,1,Электрика,Сборка электрощита,шт,2.0,3666.05,7332.1
248,Регион,Эконом,37.4,1,Сантехника,Разводка труб (точка),точка,14.0,1861.68,26063.52
248,Регион,Эконом,37.4,1,Сантехника,Установка смесителя,шт,2.0,967.8,1935.6
248,Регион,Эконом,37.4,1,Сантехника,Установка ванны,шт,1.0,2246.4,2246.4
248,Регион,Эконом,37.4,1,Сантехника,Установка раковины,шт,2.0,979.1,1958.2
249,Санкт-Петербург,Стандарт,85.9,3,Демонтаж,Демонтаж стяжки,м2,64.6,291.16,18808.94
249,Санкт-Петербург,Стандарт,85.9,3,Демонтаж,Демонтаж перегородки,м2,3.2,564.7,1807.04
249,Санкт-Петербург,Стандарт,85.9,3,Стены,Штукатурка стен по маякам,м2,200.9,606.59,121863.93
249,Санкт-Петербург,Стандарт,85.9,3,Стены,Шпаклёвка стен,м2,148.8,441.34,65671.39
249,Санкт-Петербург,Стандарт,85.9,3,Стены,Грунтовка стен,м2,120.9,73.95,8940.56
249,Санкт-Петербург,Стандарт,85.9,3,Стены,Поклейка обоев,м2,147.3,563.75,83040.38
249,Санкт-Петербург,Стандарт,85.9,3,Стены,Укладка плитки на стену,м2,225.9,2083.2,470594.88
249,Санкт-Петербург,Стандарт,85.9,3,Пол,Наливной пол,м2,46.6,557.48,25978.57
249,Санкт-Петербург,Стандарт,85.9,3,Пол,Укладка ламината,м2,83.5,626.58,52319.43
249,Санкт-Петербург,Стандарт,85.9,3,Пол,Укладка плитки на пол,м2,82.5,1602.91,132240.08
249,Санкт-Петербург,Стандарт,85.9,3,Пол,Установка плинтуса,мп,68.4,273.42,18701.93
249,Санкт-Петербург,Стандарт,85.9,3,Потолок,Натяжной потолок,м2,65.7,603.99,39682.14
249,Санкт-Петербург,Стандарт,85.9,3,Электрика,Прокладка кабеля,мп,26.0,162.95,4236.7
249,Санкт-Петербург,Стандарт,85.9,3,Электрика,Монтаж розеток/выключателей,шт,26.0,482.1,12534.6
249,Санкт-Петербург,Стандарт,85.9,3,Электрика,Монтаж светильников,шт,4.0,632.9,2531.6
249,Санкт-Петербург,Стандарт,85.9,3,Сантехника,Разводка труб (точка),точка,26.0,3392.21,88197.46
249,Санкт-Петербург,Стандарт,85.9,3,Двери,Монтаж откосов,мп,3.7,897.31,3320.05
250,Крупный город,Эконом,48.7,1,Демонтаж,Демонтаж перегородки,м2,1.0,275.51,275.51
250,Крупный город,Эконом,48.7,1,Стены,Штукатурка стен по маякам,м2,114.6,338.05,38740.53
250,Крупный город,Эконом,48.7,1,Стены,Шпаклёвка стен,м2,113.5,268.46,30470.21
250,Крупный город,Эконом,48.7,1,Стены,Грунтовка стен,м2,70.7,44.11,3118.58
250,Крупный город,Эконом,48.7,1,Стены,Поклейка обоев,м2,129.5,328.8,42579.6
250,Крупный город,Эконом,48.7,1,Стены,Покраска стен,м2,108.1,244.91,26474.77
250,Крупный город,Эконом,48.7,1,Стены,Укладка плитки на стену,м2,85.7,1027.04,88017.33
250,Крупный город,Эконом,48.7,1,Пол,Укладка ламината,м2,33.9,336.23,11398.2
250,Крупный город,Эконом,48.7,1,Пол,Установка плинтуса,мп,40.3,184.86,7449.86
250,Крупный город,Эконом,48.7,1,Потолок,Штукатурка потолка,м2,45.4,435.27,19761.26
250,Крупный город,Эконом,48.7,1,Потолок,Натяжной потолок,м2,45.6,340.54,15528.62
250,Крупный город,Эконом,48.7,1,Электрика,Штробление под проводку,мп,14.0,236.04,3304.56
250,Крупный город,Эконом,48.7,1,Электрика,Прокладка кабеля,мп,14.0,86.95,1217.3
250,Крупный город,Эконом,48.7,1,Электрика,Монтаж розеток/выключателей,шт,14.0,221.84,3105.76
250,Крупный город,Эконом,48.7,1,Электрика,Монтаж светильников,шт,1.0,422.51,422.51
250,Крупный город,Эконом,48.7,1,Электрика,Сборка электрощита,шт,1.0,4240.34,4240.34
250,Крупный город,Эконом,48.7,1,Сантехника,Установка смесителя,шт,1.0,1132.02,1132.02
250,Крупный город,Эконом,48.7,1,Сантехника,Установка унитаза,шт,1.0,1752.09,1752.09
250,Крупный город,Эконом,48.7,1,Сантехника,Установка ванны,шт,2.0,2504.93,5009.86
250,Крупный город,Эконом,48.7,1,Двери,Монтаж откосов,мп,1.2,497.94,597.53
251,Санкт-Петербург,Стандарт,54.4,2,Демонтаж,Демонтаж обоев,м2,121.6,121.37,14758.59
251,Санкт-Петербург,Стандарт,54.4,2,Демонтаж,Демонтаж плитки,м2,29.4,302.13,8882.62
251,Санкт-Петербург,Стандарт,54.4,2,Стены,Штукатурка стен по маякам,м2,137.2,578.43,79360.6
251,Санкт-Петербург,Стандарт,54.4,2,Стены,Шпаклёвка стен,м2,124.5,386.98,48179.01
251,Санкт-Петербург,Стандарт,54.4,2,Стены,Грунтовка стен,м2,97.4,84.39,8219.59
251,Санкт-Петербург,Стандарт,54.4,2,Стены,Покраска стен,м2,82.1,361.51,29679.97
251,Санкт-Петербург,Стандарт,54.4,2,Пол,Стяжка пола,м2,27.3,877.96,23968.31
251,Санкт-Петербург,Стандарт,54.4,2,Пол,Укладка плитки на пол,м2,40.0,1792.88,71715.2
251,Санкт-Петербург,Стандарт,54.4,2,Пол,Установка плинтуса,мп,30.6,278.64,8526.38
251,Санкт-Петербург,Стандарт,54.4,2,Потолок,Натяжной потолок,м2,36.4,689.96,25114.54
251,Санкт-Петербург,Стандарт,54.4,2,Потолок,Потолок из ГКЛ,м2,52.5,1322.73,69443.32
251,Санкт-Петербург,Стандарт,54.4,2,Потолок,Покраска потолка,м2,51.7,396.4,20493.88
251,Санкт-Петербург,Стандарт,54.4,2,Электрика,Штробление под проводку,мп,20.0,392.69,7853.8
251,Санкт-Петербург,Стандарт,54.4,2,Электрика,Прокладка кабеля,мп,20.0,148.17,2963.4
251,Санкт-Петербург,Стандарт,54.4,2,Электрика,Монтаж розеток/выключателей,шт,20.0,397.93,7958.6
251,Санкт-Петербург,Стандарт,54.4,2,Электрика,Сборка электрощита,шт,2.0,8000.87,16001.74
251,Санкт-Петербург,Стандарт,54.4,2,Сантехника,Разводка труб (точка),точка,20.0,3138.93,62778.6
251,Санкт-Петербург,Стандарт,54.4,2,Сантехника,Установка смесителя,шт,1.0,1716.99,1716.99
251,Санкт-Петербург,Стандарт,54.4,2,Сантехника,Установка унитаза,шт,2.0,2948.44,5896.88
252,Крупный город,Эконом,65.6,3,Демонтаж,Демонтаж обоев,м2,169.0,64.2,10849.8
252,Крупный город,Эконом,65.6,3,Демонтаж,Демонтаж перегородки,м2,3.1,372.04,1153.32
252,Крупный город,Эконом,65.6,3,Стены,Штукатурка стен по маякам,м2,151.8,339.43,51525.47
252,Крупный город,Эконом,65.6,3,Стены,Шпаклёвка стен,м2,112.6,246.22,27724.37
252,Крупный город,Эконом,65.6,3,Стены,Грунтовка стен,м2,133.4,47.0,6269.8
252,Крупный город,Эконом,65.6,3,Стены,Возведение перегородки ГКЛ,м2,3.1,557.27,1727.54
252,Крупный город,Эконом,65.6,3,Стены,Поклейка обоев,м2,163.0,296.81,48380.03
252,Крупный город,Эконом,65.6,3,Пол,Стяжка пола,м2,53.3,490.74,26156.44
252,Крупный город,Эконом,65.6,3,Пол,Укладка ламината,м2,40.3,332.94,13417.48
252,Крупный город,Эконом,65.6,3,Пол,Укладка плитки на пол,м2,41.9,990.33,41494.83
252,Крупный город,Эконом,65.6,3,Пол,Установка плинтуса,мп,37.6,180.15,6773.64
252,Крупный город,Эконом,65.6,3,Потолок,Штукатурка потолка,м2,50.8,464.71,23607.27
252,Крупный город,Эконом,65.6,3,Потолок,Натяжной потолок,м2,52.9,491.43,25996.65
252,Крупный город,Эконом,65.6,3,Электрика,Штробление под проводку,мп,26.0,217.08,5644.08
252,Крупный город,Эконом,65.6,3,Электрика,Монтаж розеток/выключателей,шт,26.0,289.89,7537.14
252,Крупный город,Эконом,65.6,3,Электрика,Монтаж светильников,шт,4.0,420.73,1682.92
252,Крупный город,Эконом,65.6,3,Сантехника,Разводка труб (точка),точка,26.0,1663.4,43248.4
252,Крупный город,Эконом,65.6,3,Сантехника,Установка смесителя,шт,1.0,1260.01,1260.01
252,Крупный город,Эконом,65.6,3,Сантехника,Установка унитаза,шт,2.0,2008.37,4016.74
253,Город-миллионник,Премиум,59.0,2,Демонтаж,Демонтаж плитки,м2,30.9,361.27,11163.24
253,Город-миллионник,Премиум,59.0,2,Стены,Шпаклёвка стен,м2,107.4,598.73,64303.6
253,Город-миллионник,Премиум,59.0,2,Стены,Грунтовка стен,м2,125.8,98.32,12368.66
253,Город-миллионник,Премиум,59.0,2,Стены,Возведение перегородки ГКЛ,м2,2.6,1195.65,3108.69
253,Город-миллионник,Премиум,59.0,2,Стены,Поклейка обоев,м2,147.1,627.11,92247.88
253,Город-миллионник,Премиум,59.0,2,Стены,Укладка плитки на стену,м2,102.6,2112.39,216731.21
253,Город-миллионник,Премиум,59.0,2,Пол,Стяжка пола,м2,39.1,969.75,37917.22
253,Город-миллионник,Премиум,59.0,2,Пол,Установка плинтуса,мп,36.7,395.41,14511.55
253,Город-миллионник,Премиум,59.0,2,Потолок,Штукатурка потолка,м2,32.8,967.83,31744.82
253,Город-миллионник,Премиум,59.0,2,Потолок,Натяжной потолок,м2,45.5,947.62,43116.71
253,Город-миллионник,Премиум,59.0,2,Потолок,Покраска потолка,м2,30.2,486.16,14682.03
253,Город-миллионник,Премиум,59.0,2,Электрика,Прокладка кабеля,мп,20.0,186.54,3730.8
253,Город-миллионник,Премиум,59.0,2,Электрика,Монтаж розеток/выключателей,шт,20.0,581.08,11621.6
253,Город-миллионник,Премиум,59.0,2,Электрика,Монтаж светильников,шт,2.0,1061.9,2123.8
253,Город-миллионник,Премиум,59.0,2,Электрика,Сборка электрощита,шт,2.0,10315.46,20630.92
253,Город-миллионник,Премиум,59.0,2,Сантехника,Установка смесителя,шт,1.0,2507.67,2507.67
253,Город-миллионник,Премиум,59.0,2,Сантехника,Установка ванны,шт,1.0,6790.32,6790.32
254,Город-миллионник,Стандарт,59.2,2,Демонтаж,Демонтаж обоев,м2,81.3,85.06,6915.38
254,Город-миллионник,Стандарт,59.2,2,Демонтаж,Демонтаж плитки,м2,37.6,235.78,8865.33
254,Город-миллионник,Стандарт,59.2,2,Стены,Штукатурка стен по маякам,м2,87.7,576.86,50590.62
254,Город-миллионник,Стандарт,59.2,2,Стены,Шпаклёвка стен,м2,156.3,318.83,49833.13
254,Город-миллионник,Стандарт,59.2,2,Стены,Грунтовка стен,м2,123.5,59.18,7308.73
254,Город-миллионник,Стандарт,59.2,2,Стены,Возведение перегородки ГКЛ,м2,2.5,864.88,2162.2
254,Город-миллионник,Стандарт,59.2,2,Стены,Покраска стен,м2,130.0,449.59,58446.7
254,Город-миллионник,Стандарт,59.2,2,Пол,Стяжка пола,м2,51.6,531.42,27421.27
254,Город-миллионник,Стандарт,59.2,2,Пол,Укладка плитки на пол,м2,31.7,1255.57,39801.57
254,Город-миллионник,Стандарт,59.2,2,Пол,Установка плинтуса,мп,57.0,260.13,14827.41
254,Город-миллионник,Стандарт,59.2,2,Потолок,Натяжной потолок,м2,46.2,604.19,27913.58
254,Город-миллионник,Стандарт,59.2,2,Потолок,Покраска потолка,м2,44.7,289.15,12925.0
254,Город-миллионник,Стандарт,59.2,2,Электрика,Монтаж розеток/выключателей,шт,20.0,391.18,7823.6
254,Город-миллионник,Стандарт,59.2,2,Электрика,Монтаж светильников,шт,3.0,519.65,1558.95
254,Город-миллионник,Стандарт,59.2,2,Сантехника,Разводка труб (точка),точка,20.0,2534.55,50691.0
254,Город-миллионник,Стандарт,59.2,2,Сантехника,Установка унитаза,шт,1.0,2814.84,2814.84
254,Город-миллионник,Стандарт,59.2,2,Сантехника,Установка раковины,шт,2.0,2264.27,4528.54
254,Город-миллионник,Стандарт,59.2,2,Двери,Установка межкомнатной двери,шт,2.0,3462.04,6924.08
254,Город-миллионник,Стандарт,59.2,2,Двери,Монтаж откосов,мп,2.0,728.85,1457.7
255,Город-миллионник,Комфорт,62.4,2,Демонтаж,Демонтаж обоев,м2,163.6,112.4,18388.64
255,Город-миллионник,Комфорт,62.4,2,Демонтаж,Демонтаж плитки,м2,42.6,359.26,15304.48
255,Город-миллионник,Комфорт,62.4,2,Демонтаж,Демонтаж перегородки,м2,1.9,532.23,1011.24
255,Город-миллионник,Комфорт,62.4,2,Стены,Шпаклёвка стен,м2,100.2,423.77,42461.75
255,Город-миллионник,Комфорт,62.4,2,Стены,Грунтовка стен,м2,164.0,77.41,12695.24
255,Город-миллионник,Комфорт,62.4,2,Стены,Возведение перегородки ГКЛ,м2,2.0,955.28,1910.56
255,Город-миллионник,Комфорт,62.4,2,Стены,Укладка плитки на стену,м2,117.0,1884.02,220430.34
255,Город-миллионник,Комфорт,62.4,2,Пол,Стяжка пола,м2,43.7,929.57,40622.21
255,Город-миллионник,Комфорт,62.4,2,Пол,Наливной пол,м2,58.7,642.35,37705.94
255,Город-миллионник,Комфорт,62.4,2,Пол,Укладка ламината,м2,51.2,530.46,27159.55
255,Город-миллионник,Комфорт,62.4,2,Потолок,Покраска потолка,м2,46.8,381.44,17851.39
255,Город-миллионник,Комфорт,62.4,2,Электрика,Штробление под проводку,мп,20.0,417.81,8356.2
255,Город-миллионник,Комфорт,62.4,2,Электрика,Прокладка кабеля,мп,20.0,164.59,3291.8
255,Город-миллионник,Комфорт,62.4,2,Электрика,Монтаж розеток/выключателей,шт,20.0,550.13,11002.6
255,Город-миллионник,Комфорт,62.4,2,Электрика,Монтаж светильников,шт,3.0,736.74,2210.22
255,Город-миллионник,Комфорт,62.4,2,Сантехника,Разводка труб (точка),точка,20.0,3511.15,70223.0
255,Город-миллионник,Комфорт,62.4,2,Сантехника,Установка унитаза,шт,1.0,2923.36,2923.36
255,Город-миллионник,Комфорт,62.4,2,Двери,Установка межкомнатной двери,шт,2.0,4531.61,9063.22
256,Регион,Стандарт,40.8,1,Демонтаж,Демонтаж обоев,м2,107.1,68.31,7316.0
256,Регион,Стандарт,40.8,1,Демонтаж,Демонтаж перегородки,м2,0.9,282.98,254.68
256,Регион,Стандарт,40.8,1,Стены,Штукатурка стен по маякам,м2,83.1,460.76,38289.16
256,Регион,Стандарт,40.8,1,Стены,Шпаклёвка стен,м2,93.7,248.32,23267.58
256,Регион,Стандарт,40.8,1,Стены,Грунтовка стен,м2,84.6,46.51,3934.75
256,Регион,Стандарт,40.8,1,Стены,Поклейка обоев,м2,91.8,323.96,29739.53
256,Регион,Стандарт,40.8,1,Стены,Покраска стен,м2,106.8,295.71,31581.83
256,Регион,Стандарт,40.8,1,Стены,Укладка плитки на стену,м2,65.7,1306.45,85833.77
256,Регион,Стандарт,40.8,1,Пол,Стяжка пола,м2,40.2,647.46,26027.89
256,Регион,Стандарт,40.8,1,Потолок,Потолок из ГКЛ,м2,38.8,924.23,35860.12
256,Регион,Стандарт,40.8,1,Потолок,Покраска потолка,м2,23.3,258.97,6034.0
256,Регион,Стандарт,40.8,1,Электрика,Прокладка кабеля,мп,14.0,96.9,1356.6
256,Регион,Стандарт,40.8,1,Электрика,Монтаж розеток/выключателей,шт,14.0,270.2,3782.8
256,Регион,Стандарт,40.8,1,Электрика,Монтаж светильников,шт,1.0,474.58,474.58
256,Регион,Стандарт,40.8,1,Электрика,Сборка электрощита,шт,1.0,4330.2,4330.2
256,Регион,Стандарт,40.8,1,Сантехника,Установка смесителя,шт,2.0,1044.78,2089.56
256,Регион,Стандарт,40.8,1,Сантехника,Установка ванны,шт,2.0,2237.96,4475.92
256,Регион,Стандарт,40.8,1,Двери,Установка межкомнатной двери,шт,1.0,3059.11,3059.11
256,Регион,Стандарт,40.8,1,Двери,Монтаж откосов,мп,0.9,475.83,428.25
257,Санкт-Петербург,Стандарт,42.0,1,Демонтаж,Демонтаж обоев,м2,94.4,101.87,9616.53
257,Санкт-Петербург,Стандарт,42.0,1,Демонтаж,Демонтаж перегородки,м2,1.2,436.65,523.98
257,Санкт-Петербург,Стандарт,42.0,1,Стены,Шпаклёвка стен,м2,92.6,426.29,39474.45
257,Санкт-Петербург,Стандарт,42.0,1,Стены,Поклейка обоев,м2,107.3,430.86,46231.28
257,Санкт-Петербург,Стандарт,42.0,1,Стены,Покраска стен,м2,71.6,438.68,31409.49
257,Санкт-Петербург,Стандарт,42.0,1,Стены,Укладка плитки на стену,м2,57.8,2024.55,117018.99
257,Санкт-Петербург,Стандарт,42.0,1,Пол,Стяжка пола,м2,31.3,895.65,28033.84
257,Санкт-Петербург,Стандарт,42.0,1,Пол,Наливной пол,м2,37.7,686.91,25896.51
257,Санкт-Петербург,Стандарт,42.0,1,Пол,Укладка ламината,м2,37.3,608.55,22698.91
257,Санкт-Петербург,Стандарт,42.0,1,Пол,Укладка плитки на пол,м2,21.4,1405.03,30067.64
257,Санкт-Петербург,Стандарт,42.0,1,Пол,Установка плинтуса,мп,32.4,356.46,11549.3
257,Санкт-Петербург,Стандарт,42.0,1,Потолок,Покраска потолка,м2,41.5,354.05,14693.08
