text,star_width,rating
"Прораб от крупной компании сразу предложил скидку -30% от сметы и работу с ним напрямую в черную. Согласились, к сожалению. Знакомимся Суднев Юрий Леонидович +7 960 600-..-06 прописка г.Ефремов Тульской обл. Оказался полный рукоJOB, не выходы на объект, прогулы, максимальная деятельность 9 плиток за день, ремонт «а ля колхоз». Как только сумма выплат через 2 месяца достигла 80% всё бросил и ушёл. Остерегайтесь! Зря потратите время!",13,1.0
"Много обещаний, а на деле сплошные минуса!вместо месяца ремонт длился два!в итоге ламинат плывёт, плинтуса отваливаются, уголки, и т. д. Вместо обычного сифона- самодельный из гофры. Плитка в сан.узлах наклеена криво ещё и со сколами и трещинами! Вентиляцию сделали так, что запах каналии в ванной! Впечатление, как будто они тренировались на моей квартире! Стены подготовлены плохо!! Перечислять можно бесконечно!!! Поэтому, если хотите потратить много денег,нервов и времени зря тогда вам сюда!",13,1.0
"Марина Тывч заключила договор на проведение ремонта в СПб, Костромской пр. По итогу работы по электрике не приняты: не работает люстра - электрик, ставя выключатель даже не проверил, или проверил, но умышлено не сообщил. Не подключена ванна с гидромассажем, точнее подключена, но на проводе подключения нет фазы. Перенесли розетку с антеной для т.в, но, опять же, провод есть, а сигнала на нем нет. Распределительный шкаф с автоматами - собран с нарушением всего, чего можно, всех ГОСТов и СНИПов - ни на одном проводе нет бирки, ни один автомат не подписан, провода намотаны как попало. Лишние провода с торчащими оголенными жилами - даже поленились откусить. Все работы были оплачены предоплатой, но по итогу не приняты, акты выполненных работ не подписаны. Марина Тывч тянет время, обещая, что приедет ""нормальный электрик"", но по факту воз несколько месяцев и ныне там. Готовлю документы для подачи иска в суд. Рекомендую пользоваться услугами данной компании, тем, кто хочет получить некачественный и недоделанный ремонт.",13,1.0
"Выбирали мастера на АВИТО, некто Андрей прислал ""специалиста"" по имени Максим. Максим уроженец Украины приходит с женщиной , в качестве представителя, с паспортом Татьяна Борисовна Светославская , проживает на Проспекте Мира.",13,1.0
"Качество НОЛЬ. Плитку положили не правильно, пропадали стройматериалы, ламинат положили не правильно, стены все трещат, сделали не по маякам, хотя заплатили за маяки, обои наклеили ужасно, батареи новые испортил, чтобы потом продать нам свои б/у и список продолжать можно до бесконечности. Исправлять отказался и перестал отвечать на мои звонки.",13,1.0
"89249251990 максим 89990837619 егор. Неквалифицированные отделочники, делают глупейшие ошибки, как только просишь исправить, начинают лепить глупые отмазки. Сроки срывают, неаккуратные. Даже не рассматривайте",13,1.0
"+79684047115 Цена рыночная. Р-он Домодедово. Степан с командой азиатов один из них «Игорь», перемещаются на тентованной газели. Укладывали у меня тротуарную плитку во дворе – безобразно, появились лужи, перекосы, брак и отступления от узора, если отойти на несколько минут, могут работать только под присмотром, обещают гарантию – не выполнят, телефон блокируют, впрочем как все. Не советую не рекомендую. +7-968-404-71-15",13,1.0
"До руководителей дозвониться, достучаться нет возможности – трубку не берут и не перезванивают, а как исправно приезжали за деньгами во время ремонта и позвонят заранее и предупредят о времени предстоящего визита. Дозвонился до прораба, общение с которым в течении 1 месяца, привело к тому, что мне перезвонил, человек плохо говорящий по русски и спросил, что нужно сделать и сколько заплатите, тут я оуел!!! Нам некогда, много работы, все на дальнем кордоне. А деньги заплачены, как за эксклюзивный ремонт премиум класса (",13,1.0
"итого: проект не предоставили, документации по проводкам (отопление, вода, электричество) тоже нет, только ""рисунок 7 летки"" где Рафик гордо расписался (я в школе на черчении лучше рисовала), на каждом углу ""недоделки"" в стиле ""И так сойдет"", протечки и тп",13,1.0
"Данный сотрудник и генеральный директор и сантехник. Сантехнические работы по ремонту студии выполнил ужасно. Трубы полипропиленовые пережег, кучу содиняющих муфт. Душевую кабину поставил плохо – криво, не выдержан градус фановой трубы, вода не стекает. Кран на стену повесил плохо – чашки не закрывают вырез в плитке и висит криво. Лючек повесил на короб – так он полностью не открывается. Гидроимзоляцию заложенную в смете не сделал. Два раза перевешивал сушило с отключением стояка, так как не умеет рассчитывать трубы. Электрику делал – розетку к стиральной машине, так перестал звонок работать. Даже герметиком шов нормально промазать не смог между раковиной и стеной. Абсолютно не мастер. Часть материала не досчитался – своровал. Обратился в правоохранительные органы, пусть разбираются.",13,1.0
"Заказывали ремонт в новостройке с 0. Долго искали компанию, в итоге решили остановиться на remdom54 и не прогадали. Общая стоимость ремонта не вышла за сумму оговоренную в договоре. После ремонта квартиру было не узнать.",65,5.0
"Помимо нечистоплотности, еще одной неприятной особенностью Олега является его представление о себе как о большом художнике и опытном мастере. Эти грани его таланта при выполнении ремонта в нашей квартире, к сожалению, сработали против нас – весь ремонт в НАШЕЙ квартире Олег делал на своё усмотрение, пользуясь доверчивостью нашего родственника – так, например, он самостоятельно смонтировал во всей квартире подвесной потолок, хотя его об этом никто не просил – это обошлось нам с учетом материалов в круглую сумму, не говоря уже о том, что весь потолок в квартире опустился на 15 см. Нас, заказчиков ремонта и собственников квартиры, он, видимо, считал дизайнерами, и, сам в душе художник, делал все как считает нужным ОН. На все наши возражения он отвечал, что так будет лучше (????), а наш родственник с ним спорить и ругаться не имел душевных сил. На предложение пояснить расходы на материалы Олег периодически впадал в истерику.",13,1.0
"Не соответствие заявленным требованиям.. Безответственная фирма перед своими клиентами.brКидает в самый последний момент. Сами напрашиваются, а потом не выполняют свои услуги в срок.brПри выборе компании, обратились в Гильдию Мастеров. Оператор сказала, что переведет на мастера, который проконсультирует по ценам и объему работ. После разговора с мастером, мы не дали ему точного ответа, а сказали, что будем думать и сравнивать фирмы, что сами перезвоним....",13,1.0
"Представитель солнечного Узбекистана. Жил в квартире во время работ. Получил деньги за часть ремонта, которую выполнил. Затребовал деньги за работу, которую не выполнил в срок. На замечание доделать работу по договоренности не отреагировал. Ночью вывез с сообщникоммстройматериалы на 100 тысяч рублей и разворот ил всю квартиру (сломал все, за что было заплачено). Залил монтажной пеной трубы, цементом плитку, выдрал электрику, розетки, порезал рамы и подоконники, входную дверь. Его разыскивает полиция. Не будьте такими как я, не попадитесь в руки этому бандит. Вероятно отработанная схема",13,1.0
"2. Берут у заказчика деньги на материалы , потом рисуют чеки. Расход материалов завышен, половину расходников не видел вообще. Инструменты при приеме приносили из другой квартиры.. Диск по плитке так и не принесли))). Фирма от которой дают чеки не занимается продажей строительных материалов. См. ОКВЭД.",26,2.0
"Виталий делал нам ремонт в квартире. Проходил постоянно пьяный или с перегаром, опаздываю. Как позже выяснилось что он работает не легально, тк официально не где не работает и не зарегистрирован официально не в одной фирме. При заключение договора дукоменты предлагает липовые, просил перевести деньги на чужие карты, как видимо он в розыске. Проживает в Москве не официально, регистрации не имеет. Всё делает тяп ляп. Нашёл себе в помощь работников с улице, как оказалось сам их не знал. У нас этим были большие проблемы. Кто его рекомендует наверно с ним в доле. Нам пришлось найти другого мастера и составить нормальный договор. Делайте свои выводы, мы не советуем Виталика как мастера и будьте внимательны.",13,1.0
"Владимир Морарь +7 926 366 99 90, уроженец Молдавии. За ремонт берет 12 тр за квадратный метр. Такую цену объясняет высоким качеством выполнения работ. А по факту мы получили : в одной из комнат отклеились обои, в той же комнате поднялись стыки ламината( предположительно из-за того, что стяжке не дали высохнуть до конца) На кухне на полу по плитке пошли трещины , как выяснилось это проблема возникла из-за плохо сделанной стяжки. Две плитки на стене в туалете тоже треснули",26,2.0
"Вероятно этой компании не нужны клиенты, так как договориться встретиться со сметчиком не получилось за 2 раза. Не знаю как эта компания строит и ремонтирует, но вот ""девушки на коммутаторе"" работают виртуозно. Звоню в компанию, заказываю сметчика на 11 утра через один день у приятного юноши. Очень прошу в случае ""что-то пошло не так"" позвонить мне заранее, так как мне далеко ехать до квартиры, требующей ремонта. Слышу в ответ: ""У нас накладок не бывает!"" Наступает день встречи, никто мне за час до встречи не звонит, звоню сама, и уже милая девушка говорит мне о том, что у них нет заказа по моему адресу. Проходит неделя, и я решаю повторить попытку заказать в этой компании сметчика (не умеем учиться на своих ошибках). Звоню, договариваемся на 11 часов через один день))) На следующий день девушка перезванивает, уточняет у меня адрес и подтверждает время 11 часов на следующий день. Опять прошу предупредить, если что. Наступает день встречи, в 9 часов звонит девушка и говорит, что замерщик приедет в 13 часов, говорю - не могу, я предупреждала, только в 11 часов!!! Берет тайм-аут, перезванивает, подтверждает 11 часов. Приезжаю на квартиру, в 11 часов получаю сообщение - подождите, пожалуйста, пробки, мастер задерживается на час)))), уезжаю. Вообщем, не удалось мне пробиться через ""девушек на коммутаторе"".",13,1.0
"Посчитать и написать список на все работы не может, каждый день приходилось что-то докупать. Инструмент считает расходниками за ваш счёт. Количество плитки посчитать не может - я докупал дважды при общем объеме 42м2. Угол примыкания угловой ванны сделать не смог - в углу щель до плитки 1см.",13,1.0
"Сделали мне сарай за 2 дня. Все инструменты у них свои как и материалы. Меня всё устроило, не знаю почему такой негатив к Татарам.",52,4.0
"Требовалось выполнить стяжку пола, возвести две стены, уложить ламинат, и выполнить укладку плитки в санузле и ванной комнате. Все эти работы были выполнены, вот только качество оставляло желать много лучшего. Возведенные ими стены оказались завалены настолько, что перекос под потолком составил около 5 см. у одной стены и порядка 4 см. у другой. Затирка в ванной и туалете на протяжении одного шва меняла свою толщину, причину этого выяснил, когда очистил швы - оказалось, что плитка была порезана неровно. С ламинатом вообще цирк - эти специалисты догадались посадить на замки(там, где должны быть дверные порожки) перпендикулярные друг другу настилы ламината.",13,1.0
"Если хотите,чтобы ремонтные работы за которые заплатили деньги выглядели как на фото (прилагаются) нанимайте мастера по имени Давтян Гор Ваникович, г. Пермь, работает через сервис ""Забота домового"". Прошу заметить, что это окончательный вид выполненных работ, по мнению мастера. Все работы и сроки были детально проговорены, но срок работ был затянут вдвое, испорчены обои, вторые наклеены (см. фото), новый линолеум при монтаже испорчен. Сервис ""Забота домового"" никак повлиять на мастера не смог, что он и заявил, когда возникла ситуация с испорченными обоями и линолеумом. Ужасный сервис по подбору мастеров ""Забота домового и ужасный мастер Давтян Гор Ваникович, а главное эти люди уверены в собственной безнаказанности.",13,1.0
"А я совсем недавно выбрал ремонтников этой фирмы из нескольких бригад присланных с сервиса Ремонтный Вопрос. Тут захотел переделать лоджию в ещё одну комнату, утеплить её, поставить стеклопакеты, подвести отопление и прочее. Обратился к интернету чтобы глянуть отзывы компаниям и расценки на их услуги а обнаружил бесплатный сервис подбора мастеров для ремонта - Ремонтный Вопрос и заказал строителей в нём. Понравился сервис тем что присылает заказчику одновременно несколько бригад. Строителям ставлю отлично за переделку моей лоджии. Вначале ребята установили профили затем утеплили лоджию изнутри пеноплексом и отделали шпонированным ДСП. Установили батарею отопления. На пол положили утеплённый линолеум. Все работы выполнялись с толком и расстановкой видно сразу сработались мастера. Всё происходило без авралов но быстро, а закончили все работы раньше уговоренного срока.",39,3.0
"В процессе работ, несмотря на наличие прораба, появлялась череда вопросов и проблем, которые возникали из-за ряда факторов: работники не штатные, а наемные (разговаривал с каждым), уровень профессиональных навыков низкий, с проектом абсолютно не ознакомленные, преобладание стремления сделать работу быстро, чем качественно, пытающиеся скрыть ошибки. Один пример: забыли обжать пресс-фитинг в санузле и чтобы заказчик этого не заметил прикрутили этот пресс-фитинг хомутом к стене, далее отрапортовали, что всё готово. То есть впоследствии все трубы заштукатуриваются в стену, укладывается дорогая плитка, и заказчик даже не подозревает, что у него в стене не опрессованная труба, которая будет течь при повышении давления в системе. Прораб вообще приёмкой работ у работников не занимается, он только звонит заказчику и говорит – всё готово, принимай. И тут уже как повезёт, увидит заказчик подобные косяки или нет.",26,2.0
"Обходите стороной дизайнера-архитектора Долгова Алексея Александровича. Поберегите свои нервы и деньги. Льёт в уши хорошо, обещает качественный ремонт, а на деле сплошное воровство, косяки и бешеные перерасходы по закупкам. На объект ставит сомнительных низкоквалифицированных рабочих из средней Азии, а деньги берет как за первоклассных специалистов. Всю работу после его строителей пришлось переделывать. Использует чужие фотографии в рекламе. Жаль, что не проверили эту личность до подписания договора.",13,1.0
"Ремонт выполнил отлично, о негативных отзывах предупреждал сразу, деньги на перед не брал , взял все по окончанию .У нас даже немного не хватало , согласился подождать.",65,5.0
"Далее он составил смету на материалы в одном известном интернет-магазине. Прислал мне ссылку, по которой содержится информация о товаре и его цене, который необходимо купить для начала ремонта квартиры. Изначально, общая сумма заказа составляла 108 000 рублей, 00 коп. Данную смету мы согласовали, он сам заказал товар. На следующий день мне доставили материалы по данному заказу на сумму 108 000 рублей, 00 коп. Все пришло в целом состоянии и в нужной комплектации.",13,1.0
"Епхиев В.А. и Полей М. - граждане Беларуси делали мне ремонт квартиры в г. Санкт-Петербург. Оказались безответственными и некомпетентными. Оставляли их дома одних, когда звонили им - трубку практически никогда не брали, постоянно опаздывали, причем часа на 3. В конце так вообще работы не доделали, и заблокировали - смылись. Позже было выявлено много недочетов по плитке, обоям и ламинату, которые они укладывали. НЕ СОВЕТУЮ ОБРАЩАТЬСЯ К ЭТИМ ТОВАРИЩАМ.",26,2.0
"Если вы недавно делали ремонт квартиры и у вас в процессе возникали проблемы, поговорите со мной, пожалуйста! Работаем над проектом, который может многим помочь с контролем ремонта и приемкой работ. Очень нужен реальный опыт людей, прошедших через это. Заранее спасибо!",65,5.0
"Никогда не писала отзывов, но сейчас захотелось!) Решили сделать с мужем ремонт. С чего начать абсолютно не знали. Друг мужа посоветовал обратиться в компанию всемпоремонту. Позвонили, на следующий же день пришёл мастер, очень грамотно составили смету. Помогли выбрать материалы, учитывая цену и качество. Ремонт сделали быстро и очень качественно. Ребята, отличные мастера своего дела и очень внимательные, учитывают все пожелания. Кухня у меня не очень большая, но пространство организовали грамотно, учли все возможности имеющейся площади. Спасибо за профессионализм, отличную работу и за то, что вы превратили мою кухню в место моей мечты, где все продумано, комфортно и очень стильно!) P. S. отдельное спасибо, что вы мне посоветовали светлый интерьер в сочетании с натуральным деревом. Действительно получилось очень классно!",65,5.0
"Не обращайтесь к этому человеку, в ремонте ничего не понимает, хотя фраза « я 20 лет работаю на стройке» звучит каждый день, главное здесь «Я», самомнение зашкаливает, причем полное отсутствие профессионального инструмента, свое узкое видение , как должен выглядеть и делаться ремонт, в итоге затирка на плитке в трещинах, крашенные стены перекрашивать во многих местах, углы под кухню не выведены, сборщик кухни посмеялся, поставили базу , стена значительно уходит, все циклы ремонта перепутаны, что говорит о полном незнании процессов ремонта, при этом свои деньги мы считаем хорошо, на деньги заказчика наплевать, черновой материал закупался без просчета, много лишнего, было, например такое предложение: повесить комнатный блок кондиционера в при монтаже уличного блока, с коробом причем, а зачем прятать провода, а потом покрасить вокруг краской, уже при чистовых работах, всё , что надо докупить, покупается только в бибирево на днях, в других же районах нет магазинов и люди не живут, привел своих каких то жутких потолочников, которые монтируют потолки , какие уже никто не делает, при этом цена соответствуют современным (сговор), в ИТОГЕ: все обговоренные сроки ремонта сорваны, хам этот облил матом , собрал свой нехитрый так сказать инструмент в мешки от мусора и отбыл , потом еще писал проклятия несколько дней !",13,1.0
Это был мой первый опыт но он оказаля очень неудачный . Повелся на их рекламу . С первого взгляда все хорошо но прошел месяц смета пошла вверх материал зашкаливал . На объекте грязь бычки итд . Второй и третий месяц просто вытягивали деньги . Качества ноль. Плитку испортили . Посли их ремонта хочется все снести .,13,1.0
"Делали ремонт квартиры с компанией vsemporemontu. Нам ее посоветовали знакомые. Квартира у нас небольшая, 49м2, проект у нас не сложный, задача была возвести перегородки, выровнять все стены и полы по маякам, провести инженерные коммуникации в санузле и коридоре положить плитку в комнатах постелить ламинат и поклеить обои, в коридоре покрасить стены, потолки везде натяжные. Ремонт капитальный, но без особых сложностей. Единственная проблема была в том, что из-за работы я часто не мог появляется на квартире, но компания смогла решить все вопросы удаленно, за что ей отдельное спасибо.",65,5.0
"Достались нам по знакомству. Сам процесс работ мы наблюдали у родственников и уже заранее назрело желание сотрудничества именно с ними. Тонкий и скурпулезный подход к делу, ответственность. Все как для себя. Материал и все что касается ЖКХ решают сами. Мы приходили смотрели, принимали и оплачивали и все. Никакой суеты за нами не было всё сам Максим, бригадир,находка прямо. Спасибо огромное, продолжайте в том же духе. Телефон Максима 89117941110",65,5.0
"Бригада рабочих из Узбекистана под руководством Мурода или Хилморода - делали ремонт у нас в квартире. В итоге стены в трещинах, непрокрашенный потолок, пол заляпан краской и т.д. Взяли деньги и исчезли, на звонки не отвечают. У них группа вконтакте vk.com/kvartir_reemont, откуда они удаляют отрицательные отзывы. Их телефоны 9052266446, 79650020435.",13,1.0
"Получил квартиру по реновации. Пришлось переделывать ремонт ванной после отделки от застройщика. На все провсё у меня был месяц, нужно было переезжать. С задачей ребята справились хорошо, уложились в срок, все материалы закупали они, а я согласовывал по интернету. К качеству претензий нет, здорово вышло.",65,5.0
"Я сама дизайнер и неоднократно сталкивалась с проблемой найти грамотных рабочих, которые еще будет честные на руку. Хорошо, что встретилась мне компания Фараон. Работой всех членов команды довольна. Настолько профессиональных и идущих на контакт рабочих я не встречала. Все мои пожелания были учтены и выполнены безукоризненно. Непонятные моменты всегда обговаривались. Качество ремонта отличное. Не торопились, но и не тянули. Декоративные панели, кирпич, плитка, и покраска - все работы выполнены на 5 баллов. Я думаю, что еще не раз я обращусь в эту компанию.",65,5.0
"Доверил компании Петрович свою квартиру на полный ремонт! Очень доволен, работа идеальная, всё как я и хотел, учитывают все ваши пожелания, хорошая команда рабочих, золотые руки!",65,5.0
"Благодарю компанию Фараон за качественный ремонт и довольно неплохие цены. Достойная работа людей, знающих свою работу! Профессионализм и опыт на лицо! Полностью оправдали мои ожидания. От начала до конца работ показали себя только с положительной стороны. Еще раз спасибо и успехов!",65,5.0
"Всем приветик ) Хочу поделиться отличным мастером , который хорошо всё делает и главное помогает в дизайнерских вопросах - это большой плюс !!! Очень многое хорошее предлагает по ходу работ ! Если возникают какие нибудь вопросы по расчётам всегда их предоставляет и без обид , понимающий человек , деньги просто так не даются нам - главное это он понимает !! Я работал с ним на расстоянии он в Питере я в Мурманске - общения через скайп и фото отчёт !! Обращайтесь к моему мастеру МАКСИМ телефон 89117941110 всё как для себя ))))!!",65,5.0
"Очень качественный ремонт в новостройке с нуля. Было сделано электрика, вода, выравнивание стен, потолков, даже монтаж кондиционера с прокладкой отвода в канализацию через всю квартиру. Черновой материал закупал сам Максим, чеки предоставлял, цены средние, материал качественный. Ремонту уже несколько лет, никаких проблем не с чем не возникало. Единственное через пару лет в одном месте отклеился маленький уголок обоев:)) Ремонт в двушке около 60 метров длился пару месяцев. Оплата частями на протяжении этого срока. По сравнению с подобными квартирами в этом доме и подобными ремонтами, по деньгам у меня вышло меньше. Работа велась каждый день с одним выходным в неделю. Всё получилось как я и ожидал. Однозначно рекомендую фирму и лично Максима. Спасибо ему огромное！s-grand.ru 89117941110",65,5.0
"Сделали ремонт летом 2019 года в нашей трехкомнатной квартире. Это мой первый ремонт, в этом я полный ноль поэтому для нас компания была просто спасением. В особенности Тихон, который вел наш ремонт. Помогали с дизайном, выбором обоев, ламинатом и т. д. вплоть до мелочей и отговаривали от ненужных покупок таких как зеркало в ванну за 30 тыс рублей :) Сделали все очень круто, до сих пор общаемся. Остались только положительные эмоции, спасибо ребятам, Тихону, рабочим Денису, Богдану и Диме",65,5.0
"Ну вот вам и честный отзыв, от настоящего клиента. Повелись мы на красивые картинки и описания этих картинок в группе, созвонились, договорились о встрече. На встречу приехал некий Руслан, хотя начинали мы общение с Павлом. Взял с нас предоплату, (на сайте они вообще ""частный мастер, работает без предоплаты"") подписал договор, пообещал, что через два дня на объект выйдут рабочие. По цене мы не торговались, поверили, что все будет ок и готовы были платить за отсутствие головной боли и ежедневного контроля за рабочими. Обсудили, какой материал заказываем для начала работ, Руслан заказал у какого-то своего знакомого на рынке, по обычным рыночным ценам, как сейчас увидели, до конца срока годности монтажной пены остался месяц. Сайт опять же обещает другое. Рабочие вышли через 2 недели. Вечно отмазки, то машина сломалась, то поехали на границу, то ещё какие-то проблемы. Договорились о неустойке в 25 тысяч за задержку работ, ок. Но спустя ещё неделю появился только первый ряд стен, который был возведен не в соответствии данных размеров. Это при том, что рабочие жили на объекте, у них был эскиз и мы готовы были приехать, чтобы четко указать, что и и где должно быть. Мы начали задавать вопросы Руслану, а когда же ремонт будет, вы взяли на ремонт 48кв.м 70 дней, вы же не успеете - но нас обвинили в том, зачем мы торопим, к них есть договор и по договору они все успеют сделать, время ещё есть. И попросили заказать 200 мешков стяжки, хотя даже стены ещё не были отштукатурены. Со словами ""на следующей неделе будем заливать"". Электрику, отопление и сантехнику к этому моменту даже не начинали. Мы заказали и оплатили в тот же день, что они просили, по их рыночным ценам, опять поверив, что они ускорятся и вот прям щас все исправят, как обещал нам Руслан. В один из вечеров, когда мы приехали на объект и обнаружили там пьяного таджика и абсолютно не продвинувшийся ремонт, было принято решение связаться с руководством и решить этот вопрос, нас устроило бы расторжение договора, возврат аванса за вычетом выполненных работ, мы оценили это в 60т.р. к возврату, не считая неустоек и морального вреда. И порчи материала. Не хотят делать, не надо, не мешайте тогда другим и верните деньги. Мы связались с Павлом, который сказал связаться с Евгением Лоборевичем, которого представил как руководителя. Это был единственный раз за две недели, когда Евгений ответил на мой звонок, выслушал меня, сказал да, 70 дней мало на такую площадь, хотя это они предложили данный срок, сказал, что денег у них нет и возвращать они ничего не будут. После такого отношения к клиенту и к ремонту пропало всякое желание продолжать дела с этой конторой. Спустя 40 дней после начала ремонта на объекте все также частично возведены и частично отштукатурены перегородки. 40 дней им на это потребовалось. В последнем смс сообщении их ""руководитель"" в ответ на мои многочисленные звонки написал, цитирую, ""Мне некогда, я занят, звоните Руслану"". Вопрос до сих пор не решён, на объекте никто не появляется, на связь никто не выходит, мы устали уже от вечных попыток им дозвониться и кормлений завтраками, когда на любой вопрос слышишь ответ ""завтра"", а когда наступает завтра, слышишь опять ""завтра"". Сейчас договор все ещё действует, на объекте нет никаких рабочих, у них якобы все заняты, а у нас лежит материал на 200 тысяч мертвым грузом посредине пустой квартиры. Хотите такого же ужасного отношения и головной боли с ремонтом? Обращайтесь к ним. Договор заключали с ООО ""Профистрой"" ИНН 7716871178 ОГРН 5177746024055.",13,1.0
